Group,Volume,Tier,Keywords,KeywordCount,Category
164,750,3,check for pre qualified credit card offers,1,Major Bank Credit Cards
165,12850,1,hsbc credit card - hsbc credit card offers - hsbc credit cards usa - hsbc cards - hsbc credit card offer - hsbc credit card usa - hsbc credit,7,Major Bank Credit Cards
166,400,3,what are eligible gas stations for costco cash back - costco credit card gas station,2,Gas Credit Cards
167,8300,2,walmart card,1,Store Credit Cards
168,11300,1,aadvantage credit card - aadvantage card - american aadvantage credit card - aadvantage credit card benefits - american advantage credit card - aa advantage credit card - aa advantage card,7,Airline Credit Cards
169,840,3,mission lane card.com,1,Store Credit Cards
170,1260,2,citicreditcard - citi creditcard,2,Major Bank Credit Cards
171,6820,2,acima credit - acimacredit,2,Store Credit Cards
172,11880,1,travel credit cards - travel credit card - traveling credit cards,3,Airline Credit Cards
173,19670,1,discover credit cards - discover cards - discovercards,3,Major Bank Credit Cards
174,20360,1,verizon visa card - verizon credit card - verizon card - verizon visa - verizon credit - verizonvisa,6,Store Credit Cards
175,9655,2,first premier bank credit card - premier first credit card - first premier visa,3,Starter Credit Cards
176,7295,2,capital one walmart - walmart credit card capital one - capital walmart - walmart capital credit card - capital one/walmart,5,Store Credit Cards
177,1400,2,credit union credit cards,1,Credit Advice
178,16300,1,citi online,1,Business Finance
179,7300,2,citi bank credit card - www.creditcards.citi.com - citi.comcreditcards - citi bank credit cards - credit card citibank - credit cards citibank - www.citi.com/creditcards - citibank charge card,8,Major Bank Credit Cards
180,9335,2,capital one pre approval - capital one pre qualify - prequalify capital one - pre qualified capital one - capital one pre-qualify - capital one pre qualified,6,Major Bank Credit Cards
181,1260,2,universal default - what is universal default,2,Credit Card Benefits
182,14625,1,totalvisa - total visa - total visa credit card - total credit card - total visa card - total card - total card visa - visa total credit card - totalvisacard - total access card - total credit,11,Major Bank Credit Cards
183,9900,2,ihg credit card - ihg cards - holiday inn credit card - ihg credit cards - ihg card - new ihg credit card - intercontinental credit card - holiday inn express credit card,8,Airline Credit Cards
184,4900,2,merrick credit card,1,Store Credit Cards
185,905,3,who owns credit one bank - who is credit one bank owned by - who owns credit one,3,Major Bank Credit Cards
186,1980,2,www.myavantoffer.com - myavantoffer.com,2,Personal Loans
187,4130,2,walmart.capitalone.com - walmart/capitalone.com - www.walmart.capitalone.com,3,Store Credit Cards
188,7410,2,freedom flex - freedom flex credit card,2,Major Bank Credit Cards
189,16720,1,greenlight card - greenlight debit card - greenlight cards,3,Starter Credit Cards
190,10845,1,when were credit cards invented - when was the credit card invented - who invented the credit card - first credit card ever - the first credit card - history of credit cards - credit card invention - when was credit card invented - first credit card ever made - credit card history - how long have credit cards been around - when was credit cards invented - who invented credit cards - very first credit card - where was the credit card invented - credit card inventor - history of the credit card - who created the credit card - when did the first credit card come out - who invented credit card - invention of the credit card - when was the first credit card made - history of credit card - history of a credit card - what was the first credit card - origin of credit cards - credit cards history,27,Credit Advice
191,540,3,reage,1,Credit Advice
192,9800,2,discover credit card application - discover card application - apply for discover card - discover credit card apply - apply discover card - discover apply for credit card - apply discover credit card - apply for a discover card - how to apply for discover card - discover card apply online - apply for discover - apply for discover credit card online - apply for discover credit cards - discover card applications - how to apply for a discover credit card,15,Major Bank Credit Cards
193,3920,2,getfreedomunlimited com - getfreedomunlimited.com,2,Credit Card Benefits
194,2100,2,reflex mastercard,1,Major Bank Credit Cards
195,1000,2,citicredit,1,Major Bank Credit Cards
196,2450,2,chase sapphire reserve authorized user - chase sapphire reserve add authorized user - chase sapphire reserve additional user - authorized user chase sapphire reserve - sapphire reserve authorized user - chase reserve authorized user,6,Major Bank Credit Cards
197,540,3,credit card pre qualify sites,1,Credit Card Benefits
198,6980,2,my chase plan - what is my chase plan - how does my chase plan work,3,Credit Advice
199,3500,2,ollo credit card,1,Store Credit Cards
200,10600,1,uber credit card,1,Airline Credit Cards
201,4190,2,walmart mastercard - mastercard walmart - wal mart master card - walmart mastercard credit card - walmart master card,5,Store Credit Cards
202,9100,2,walmart online grocery,1,Store Credit Cards
203,8835,2,costco travel car rental - costco travel rent a car,2,Automotive Finance
204,320,3,credit match,1,Credit Card Benefits
205,8200,2,merrick bank credit card,1,Major Bank Credit Cards
206,870,3,soft pull credit card finder,1,Credit Card Benefits
207,1711,2,charity charge business card,1,Business Finance
208,270,3,www.creditlimitincrease.citi.com,1,Credit Card Limits
209,2535,2,netspend card - net spend card,2,No Credit Credit Cards
210,835,3,fico score 8 vs 9 - fico 9 vs fico 8 - fico 8 vs 9,3,Credit Score
211,4695,2,what is shoprunner - how does shoprunner work - what is shoprunner?,3,Credit Card Benefits
212,8590,2,wells fargo platinum card - wells fargo platinum - wells fargo platinum credit card - wells fargo platinum visa - wells fargo platinum visa card - wells fargo platinum card rewards - wells fargo visa platinum - platinum card wells fargo,8,Major Bank Credit Cards
